2018-12-03 19:56:10,172: 't':
2018-12-03 19:56:10,794: 'e':
2018-12-03 19:56:11,063: 's':
2018-12-03 19:56:11,285: 't':
2018-12-03 19:56:13,896: 't':
2018-12-03 19:56:14,092: 'e':
2018-12-03 19:56:14,311: 's':
2018-12-03 19:56:14,571: 't':
2018-12-03 19:56:18,351: 't':
2018-12-03 19:56:18,586: 'e':
2018-12-03 19:56:18,768: 's':
2018-12-03 19:56:18,960: 't':
2018-12-03 19:56:25,413: Key.space:
2018-12-03 19:56:36,027: Key.space:
2018-12-03 19:56:39,753: Key.esc:
2018-12-03 19:56:49,050: 't':
2018-12-03 19:56:49,229: 'e':
2018-12-03 19:56:49,394: 's':
2018-12-03 19:56:49,574: 't':
2018-12-03 19:57:05,528: 'n':
2018-12-03 19:57:05,771: 'o':
2018-12-03 19:57:06,276: 't':
2018-12-03 19:57:06,455: 'e':
2018-12-03 19:57:06,535: 'p':
2018-12-03 19:57:06,643: 'a':
2018-12-03 19:57:06,811: 'd':
2018-12-03 19:58:13,863: 'n':
2018-12-03 19:58:14,119: 'o':
2018-12-03 19:58:14,456: 't':
2018-12-03 19:58:22,815: 't':
2018-12-03 19:58:23,320: 'h':
2018-12-03 19:58:24,774: 'i':
2018-12-03 19:58:25,382: 's':
2018-12-03 19:58:25,554: Key.space:
2018-12-03 19:58:30,477: Key.backspace:
2018-12-03 19:58:30,655: Key.backspace:
2018-12-03 19:58:30,812: Key.backspace:
2018-12-03 19:58:30,963: Key.backspace:
2018-12-03 19:58:31,124: Key.backspace:
2018-12-03 19:58:31,276: Key.backspace:
2018-12-03 19:58:31,428: Key.backspace:
2018-12-03 19:58:35,156: 'e':
2018-12-03 19:58:35,220: 'f':
2018-12-03 19:58:35,352: 'w':
2018-12-03 19:58:35,372: 'e':
2018-12-03 19:58:35,458: 'f':
2018-12-03 19:58:35,568: 'w':
2018-12-03 19:58:35,587: 'e':
2018-12-03 19:58:35,673: 'f':
2018-12-03 19:58:35,783: 'e':
2018-12-03 19:58:35,785: 'w':
2018-12-03 19:58:35,931: 'f':
2018-12-03 19:58:36,038: 'e':
2018-12-03 19:58:36,040: 'w':
2018-12-03 19:58:36,149: 'f':
2018-12-03 19:58:36,254: 'e':
2018-12-03 19:58:36,255: 'w':
2018-12-03 19:58:36,340: 'f':
2018-12-03 19:58:36,423: 'e':
2018-12-03 19:58:36,424: 'w':
2018-12-03 19:58:36,503: 'f':
2018-12-03 19:58:36,590: 'w':
2018-12-03 19:58:36,614: 'e':
2018-12-03 19:58:36,699: 'f':
2018-12-03 19:58:36,784: 'e':
2018-12-03 19:58:36,786: 'w':
2018-12-03 19:58:36,892: 'f':
2018-12-03 19:58:36,953: 'w':
2018-12-03 19:58:36,977: 'e':
2018-12-03 19:58:37,067: 'f':
2018-12-03 19:58:37,151: 'w':
2018-12-03 19:58:37,171: 'e':
2018-12-03 19:58:37,235: 'f':
2018-12-03 19:58:37,340: 'w':
2018-12-03 19:59:07,905: Key.down:
2018-12-03 19:59:08,087: Key.down:
2018-12-03 19:59:08,235: Key.down:
2018-12-03 19:59:08,406: Key.down:
2018-12-03 19:59:08,582: Key.down:
2018-12-03 19:59:08,733: Key.down:
2018-12-03 19:59:08,877: Key.down:
2018-12-03 20:03:58,860: Key.caps_lock:
2018-12-03 20:03:59,328: 'h':
2018-12-03 20:03:59,414: Key.caps_lock:
2018-12-03 20:03:59,518: 'e':
2018-12-03 20:03:59,581: 'y':
2018-12-03 20:03:59,668: Key.space:
2018-12-03 20:03:59,965: 'd':
2018-12-03 20:04:00,029: 'o':
2018-12-03 20:04:00,097: Key.space:
2018-12-03 20:04:00,194: 'y':
2018-12-03 20:04:00,237: 'o':
2018-12-03 20:04:00,380: 'u':
2018-12-03 20:04:00,446: Key.space:
2018-12-03 20:04:00,486: 'g':
2018-12-03 20:04:00,552: 'u':
2018-12-03 20:04:00,678: 'y':
2018-12-03 20:04:00,720: 's':
2018-12-03 20:04:00,787: Key.space:
2018-12-03 20:04:00,880: 'w':
2018-12-03 20:04:01,027: 'a':
2018-12-03 20:04:01,099: 'n':
2018-12-03 20:04:01,215: 't':
2018-12-03 20:04:01,259: Key.space:
2018-12-03 20:04:01,379: 'a':
2018-12-03 20:04:01,444: Key.space:
2018-12-03 20:04:01,551: 'f':
2018-12-03 20:04:01,696: 'r':
2018-12-03 20:04:01,862: 'e':
2018-12-03 20:04:02,018: Key.backspace:
2018-12-03 20:04:02,157: Key.backspace:
2018-12-03 20:04:02,297: Key.backspace:
2018-12-03 20:04:02,794: Key.backspace:
2018-12-03 20:04:03,168: Key.ctrl_l:
2018-12-03 20:04:03,255: 'a':
2018-12-03 20:04:03,470: Key.caps_lock:
2018-12-03 20:04:03,642: 'a':
2018-12-03 20:04:03,741: Key.caps_lock:
2018-12-03 20:04:03,874: 'n':
2018-12-03 20:04:03,975: 'y':
2018-12-03 20:04:04,073: 'o':
2018-12-03 20:04:04,218: 'n':
2018-12-03 20:04:04,284: 'e':
2018-12-03 20:04:04,334: Key.space:
2018-12-03 20:04:04,442: 'w':
2018-12-03 20:04:04,576: 'a':
2018-12-03 20:04:04,646: 'n':
2018-12-03 20:04:04,768: 't':
2018-12-03 20:04:04,862: Key.space:
2018-12-03 20:04:05,316: 'a':
2018-12-03 20:04:05,405: Key.space:
2018-12-03 20:04:05,524: 'f':
2018-12-03 20:04:05,663: 'r':
2018-12-03 20:04:05,806: 'e':
2018-12-03 20:04:05,940: 'e':
2018-12-03 20:04:06,003: Key.space:
2018-12-03 20:04:06,067: 'p':
2018-12-03 20:04:06,147: 'y':
2018-12-03 20:04:06,290: 't':
2018-12-03 20:04:06,332: 'h':
2018-12-03 20:04:06,472: 'o':
2018-12-03 20:04:06,606: 'n':
2018-12-03 20:04:06,671: Key.space:
2018-12-03 20:04:06,777: 'k':
2018-12-03 20:04:06,797: 'e':
2018-12-03 20:04:06,941: 'y':
2018-12-03 20:04:07,254: 'l':
2018-12-03 20:04:07,401: 'o':
2018-12-03 20:04:07,443: 'g':
2018-12-03 20:04:07,588: 'g':
2018-12-03 20:04:07,721: 'e':
2018-12-03 20:04:07,840: 'r':
2018-12-03 20:04:07,904: Key.space:
2018-12-03 20:04:07,997: 's':
2018-12-03 20:04:08,152: 'c':
2018-12-03 20:04:08,344: 'r':
2018-12-03 20:04:08,408: 'i':
2018-12-03 20:04:08,584: 'p':
